age,monthly_income_ksh,loan_amount_ksh,loan_tenure_months,num_dependants,credit_score,num_prev_loans,num_late_payments,mobile_money_score,county,employment_type,education_level,has_collateral,has_insurance,loan_default
47,54483.0,7341,3,4,639.0,1.0,4,100.0,Nakuru,Informal,Secondary,0,1,0
60,29812.0,9241,3,7,513.0,3.0,4,52.9,Thika,Self-employed,Tertiary,0,0,1
34,37637.0,15991,24,6,620.0,0.0,0,55.8,Machakos,Informal,Tertiary,1,0,0
43,10176.0,31214,6,3,416.0,1.0,4,78.0,Nairobi,Informal,Secondary,1,1,0
53,8706.0,7654,3,1,667.0,2.0,3,44.6,Eldoret,Formal,Secondary,0,1,0
18,23455.0,17337,18,7,403.0,6.0,3,68.1,Nakuru,Informal,Secondary,0,0,0
25,46821.0,8481,6,0,483.0,9.0,0,70.2,Kakamega,Informal,Secondary,0,0,1
52,,33831,3,2,450.0,0.0,4,64.9,Mombasa,Informal,Tertiary,0,0,0
32,5000.0,12574,24,6,374.0,5.0,2,100.0,Mombasa,Unemployed,University,1,0,0
64,71019.0,1596,1,7,559.0,2.0,4,43.9,Mombasa,Unemployed,Tertiary,1,0,0
39,5000.0,3631,1,7,730.0,2.0,3,90.8,Machakos,Self-employed,Tertiary,0,0,0
31,109185.0,1261,18,5,816.0,3.0,1,69.4,Nakuru,Informal,Secondary,1,0,0
43,5000.0,13835,6,5,559.0,3.0,1,78.2,Thika,Self-employed,Secondary,0,0,0
45,41497.0,2248,24,4,661.0,6.0,2,66.8,Machakos,Informal,University,1,1,0
40,5000.0,2423,3,4,573.0,2.0,4,97.6,Meru,Formal,University,0,1,0
31,84542.0,56620,3,0,599.0,,0,,Mombasa,Formal,Secondary,1,1,0
41,21855.0,41217,1,7,515.0,7.0,4,69.9,Kakamega,Formal,Secondary,0,1,1
19,5178.0,12032,24,3,569.0,6.0,2,86.1,Meru,Formal,Tertiary,0,0,0
62,14586.0,85097,18,2,603.0,1.0,2,48.8,Eldoret,Informal,Primary,0,1,0
43,6303.0,1000,1,0,492.0,4.0,2,80.0,Thika,Unemployed,Tertiary,0,1,1
31,6546.0,19037,1,3,542.0,5.0,1,59.6,Thika,Formal,University,1,1,0
24,103550.0,19164,18,6,544.0,9.0,4,35.3,Kisumu,Unemployed,Primary,0,0,0
20,20623.0,12229,6,4,632.0,3.0,4,31.0,Kakamega,Formal,University,1,0,0
64,54423.0,10115,3,5,443.0,9.0,0,58.2,Machakos,Formal,University,1,0,0
40,,12153,6,1,544.0,4.0,2,79.8,Machakos,Informal,University,1,0,0
63,39491.0,10721,24,7,741.0,8.0,2,18.4,Nyeri,Self-employed,Secondary,1,1,0
60,5000.0,26223,12,6,666.0,6.0,3,64.0,Eldoret,Formal,Secondary,0,0,1
64,9338.0,2908,12,5,684.0,1.0,3,77.8,Mombasa,Formal,Tertiary,0,1,0
62,54085.0,4403,12,2,552.0,0.0,1,34.4,Kisumu,Informal,Secondary,1,0,0
35,123635.0,3981,18,2,582.0,1.0,4,47.3,Meru,Formal,Secondary,0,0,0
55,10665.0,6088,1,5,650.0,2.0,0,71.4,Thika,Self-employed,Secondary,0,0,0
52,11090.0,14899,6,6,706.0,1.0,0,,Nyeri,Informal,Tertiary,1,0,0
32,22412.0,2357,3,5,354.0,2.0,2,92.1,Nyeri,Formal,Primary,0,0,0
42,,40524,12,3,418.0,9.0,0,48.3,Eldoret,Self-employed,Secondary,1,0,0
54,10964.0,7058,6,0,680.0,8.0,2,43.7,Nairobi,Formal,Primary,1,0,0
45,18287.0,3547,12,4,522.0,3.0,4,93.1,Thika,Self-employed,Tertiary,0,1,0
27,77728.0,22516,12,3,482.0,8.0,0,44.9,Machakos,Self-employed,Tertiary,1,0,0
56,5000.0,1000,3,1,424.0,2.0,2,70.1,Meru,Unemployed,Primary,0,1,0
34,5000.0,19350,24,5,494.0,0.0,4,100.0,Mombasa,Informal,University,0,0,0
56,32428.0,23959,24,1,409.0,4.0,4,75.1,Mombasa,Informal,Primary,1,0,0
39,83273.0,4839,24,1,759.0,9.0,2,75.7,Kakamega,Formal,Tertiary,1,0,0
43,9552.0,1000,18,3,547.0,9.0,2,85.6,Nairobi,Self-employed,Tertiary,1,1,0
61,22197.0,9039,1,4,544.0,1.0,1,70.5,Eldoret,Informal,Tertiary,1,0,0
42,20953.0,2075,18,6,608.0,3.0,4,75.8,Mombasa,Informal,Primary,0,0,0
34,,2476,6,2,646.0,,2,53.1,Kisumu,Self-employed,University,1,1,0
30,34098.0,5867,18,0,644.0,,4,83.2,Mombasa,Formal,University,0,0,0
37,22203.0,7004,6,7,657.0,,0,68.3,Nakuru,Self-employed,Tertiary,0,0,0
42,20763.0,15099,6,2,486.0,4.0,3,30.4,Kisumu,Self-employed,Secondary,0,1,0
21,22505.0,22688,1,4,520.0,3.0,3,64.9,Meru,Informal,Primary,1,0,1
27,31280.0,17967,3,7,626.0,1.0,2,16.6,Kakamega,Informal,Tertiary,0,0,1
20,,3211,1,2,497.0,9.0,2,,Mombasa,Informal,Secondary,1,0,0
58,67377.0,3776,24,5,549.0,1.0,4,55.3,Machakos,Unemployed,Tertiary,1,0,0
62,5000.0,42201,24,5,589.0,5.0,2,98.1,Kisumu,Formal,Secondary,0,0,0
35,62708.0,16344,18,3,628.0,6.0,4,69.8,Kakamega,Informal,Tertiary,0,0,0
64,65009.0,40794,6,1,372.0,9.0,2,78.5,Nyeri,Self-employed,Primary,0,1,1
53,11737.0,9289,12,7,,5.0,4,39.0,Nakuru,Unemployed,Primary,0,0,0
64,21751.0,19059,12,4,,6.0,2,73.7,Nakuru,Self-employed,Primary,1,0,0
39,20202.0,14832,6,4,620.0,0.0,1,47.2,Meru,Informal,Primary,0,1,0
51,8629.0,7687,1,2,627.0,5.0,4,81.8,Kisumu,Formal,Tertiary,1,0,0
64,17692.0,12694,3,3,710.0,2.0,1,37.6,Machakos,Informal,Tertiary,1,1,0
25,5000.0,13962,1,2,685.0,0.0,1,62.2,Nairobi,Formal,Tertiary,0,1,0
57,11391.0,4482,6,2,684.0,7.0,1,36.8,Machakos,Self-employed,Tertiary,1,0,0
61,59378.0,7567,6,4,694.0,3.0,1,62.5,Kakamega,Self-employed,Tertiary,0,0,0
36,11720.0,31347,3,2,579.0,9.0,0,,Mombasa,Self-employed,Secondary,0,1,0
59,59670.0,49488,18,1,553.0,7.0,3,74.4,Thika,Self-employed,Secondary,0,1,0
58,26545.0,8919,18,2,637.0,9.0,0,59.3,Meru,Informal,Secondary,0,0,0
54,74169.0,7333,3,7,623.0,3.0,2,10.8,Thika,Formal,Tertiary,0,0,1
23,29930.0,4343,18,1,519.0,,2,49.3,Kisumu,Formal,Secondary,1,0,0
43,5000.0,22694,12,4,590.0,9.0,3,69.5,Nairobi,Formal,Primary,0,0,0
51,39382.0,7804,18,3,546.0,3.0,3,49.8,Nakuru,Self-employed,Tertiary,1,0,0
62,,88043,18,5,464.0,5.0,3,88.5,Nakuru,Formal,University,0,0,1
23,,7881,18,7,679.0,8.0,1,61.4,Nyeri,Self-employed,Tertiary,0,1,0
54,92788.0,10021,12,1,555.0,4.0,0,81.6,Kakamega,Self-employed,Tertiary,0,0,0
50,6319.0,18493,18,3,754.0,9.0,2,,Kakamega,Informal,Tertiary,1,1,0
39,17293.0,32357,24,3,387.0,7.0,0,54.5,Machakos,Formal,Secondary,0,0,0
38,45808.0,12679,12,1,494.0,7.0,0,50.6,Kakamega,Formal,Tertiary,0,0,0
23,74874.0,10986,3,4,,3.0,0,39.8,Machakos,Formal,University,0,0,0
23,38903.0,108695,1,0,663.0,9.0,3,81.9,Machakos,Self-employed,Secondary,1,0,0
21,10452.0,1000,3,3,589.0,8.0,3,51.4,Mombasa,Formal,Secondary,0,0,0
47,39295.0,45088,1,3,581.0,8.0,2,70.4,Meru,Self-employed,Secondary,1,1,0
28,12320.0,3230,3,4,437.0,4.0,2,49.5,Thika,Self-employed,Secondary,0,0,0
47,44358.0,30828,24,4,434.0,5.0,2,38.3,Mombasa,Formal,University,1,1,0
48,107794.0,19243,1,2,582.0,4.0,0,71.1,Nairobi,Self-employed,Secondary,0,0,0
41,44728.0,8366,1,4,413.0,2.0,3,45.1,Nairobi,Self-employed,Secondary,0,0,0
26,69541.0,41409,6,3,496.0,7.0,1,52.0,Nairobi,Self-employed,University,0,0,0
20,5000.0,1000,1,1,600.0,8.0,0,35.0,Nakuru,Formal,Tertiary,1,1,0
48,44251.0,5141,1,0,451.0,3.0,4,50.1,Nakuru,Formal,Tertiary,0,0,0
57,61933.0,16735,6,6,710.0,8.0,0,60.5,Meru,Formal,University,1,0,0
54,5000.0,8663,18,2,672.0,8.0,3,54.3,Nairobi,Informal,Secondary,0,1,0
53,71840.0,18851,18,6,392.0,6.0,4,76.4,Kisumu,Self-employed,Tertiary,0,1,0
41,10382.0,1000,6,1,456.0,7.0,0,62.9,Kisumu,Self-employed,Primary,0,0,1
48,38307.0,2476,12,0,321.0,2.0,3,100.0,Nyeri,Unemployed,Secondary,0,1,0
23,56392.0,2718,1,0,471.0,4.0,3,68.5,Mombasa,Formal,Secondary,1,0,0
19,38033.0,4196,1,0,626.0,2.0,1,25.3,Thika,Formal,Secondary,1,1,0
37,5000.0,12298,6,5,508.0,6.0,0,55.7,Nakuru,Self-employed,University,1,0,0
45,31749.0,27896,6,1,596.0,5.0,3,57.5,Kakamega,Formal,University,0,0,0
28,27915.0,47191,12,7,397.0,2.0,2,47.7,Thika,Formal,University,0,0,0
21,80703.0,36081,24,2,629.0,8.0,3,61.5,Eldoret,Informal,Secondary,1,0,0
32,18127.0,4385,18,2,494.0,0.0,1,47.1,Meru,Formal,University,0,0,0
23,13553.0,11637,3,0,551.0,9.0,3,66.7,Meru,Informal,Tertiary,1,1,0
47,48499.0,4448,24,1,540.0,2.0,0,21.8,Nairobi,Formal,Secondary,0,1,0
55,18626.0,6143,18,5,422.0,9.0,0,82.9,Kisumu,Informal,Tertiary,1,0,0
19,36355.0,14005,1,0,434.0,6.0,4,28.4,Nairobi,Self-employed,Primary,1,0,0
32,36390.0,1410,24,4,646.0,2.0,0,54.7,Thika,Formal,Primary,1,0,0
28,76636.0,4922,6,7,589.0,2.0,4,45.3,Kisumu,Unemployed,University,0,0,0
25,31955.0,54784,12,6,,1.0,2,66.1,Nairobi,Informal,Tertiary,0,1,0
43,24411.0,12551,18,2,582.0,8.0,1,56.3,Thika,Unemployed,Secondary,0,0,0
62,5232.0,11789,12,6,564.0,3.0,2,65.0,Eldoret,Formal,Tertiary,1,0,1
61,5000.0,1000,18,3,377.0,9.0,4,82.2,Nyeri,Informal,University,1,0,0
22,5866.0,5684,24,0,522.0,5.0,3,75.4,Mombasa,Informal,Tertiary,0,0,0
23,6599.0,40242,1,4,547.0,1.0,3,60.7,Nyeri,Self-employed,Secondary,0,0,1
43,35552.0,3597,3,2,745.0,8.0,2,69.2,Eldoret,Informal,Primary,0,0,0
21,47279.0,10727,12,6,618.0,6.0,3,99.2,Nyeri,Informal,Secondary,1,0,0
36,26425.0,1000,12,7,703.0,9.0,4,76.1,Kakamega,Unemployed,University,0,0,1
37,61816.0,13014,3,5,609.0,4.0,1,,Nakuru,Informal,Secondary,1,0,0
50,165907.0,1000,12,1,478.0,6.0,0,85.6,Nakuru,Formal,Secondary,0,0,0
37,60020.0,34252,12,2,561.0,3.0,4,67.8,Kakamega,Informal,Secondary,0,0,0
29,41547.0,34842,18,7,573.0,9.0,4,40.7,Nakuru,Informal,University,1,1,0
64,26611.0,30999,18,6,456.0,6.0,0,56.4,Thika,Informal,Tertiary,0,0,0
18,20851.0,6663,3,1,511.0,1.0,0,30.6,Nakuru,Informal,Tertiary,0,1,0
43,5000.0,36309,1,6,529.0,6.0,1,14.3,Meru,Unemployed,Secondary,0,0,1
31,,15661,24,1,710.0,3.0,1,41.0,Meru,Self-employed,Primary,0,0,0
55,84330.0,9361,24,5,341.0,3.0,1,62.5,Kisumu,Formal,University,0,0,0
54,57763.0,19634,12,5,670.0,0.0,3,62.5,Machakos,Formal,University,0,0,0
28,8519.0,1000,1,0,456.0,2.0,4,31.8,Eldoret,Unemployed,University,1,1,1
53,21997.0,3085,3,0,412.0,4.0,0,12.4,Meru,Self-employed,University,0,0,1
30,59386.0,27118,3,2,667.0,,4,89.4,Mombasa,Unemployed,University,1,0,0
60,5000.0,5598,18,5,623.0,1.0,4,61.9,Kisumu,Formal,Tertiary,1,1,0
20,17151.0,18226,12,4,675.0,3.0,1,91.1,Kakamega,Self-employed,University,1,0,0
50,66831.0,9725,6,6,630.0,0.0,1,90.0,Eldoret,Self-employed,Tertiary,1,0,0
23,,38593,3,6,755.0,8.0,4,74.7,Eldoret,Formal,Primary,0,0,0
27,5000.0,60904,12,6,605.0,0.0,1,61.2,Kakamega,Informal,Secondary,0,0,1
22,27371.0,43008,1,2,534.0,5.0,3,52.0,Machakos,Informal,University,1,0,0
40,69252.0,6311,18,6,584.0,6.0,0,74.4,Nyeri,Informal,Secondary,0,0,1
27,31230.0,4317,24,3,674.0,2.0,4,56.8,Nyeri,Self-employed,University,0,1,0
61,8979.0,12865,1,1,472.0,0.0,0,48.2,Nairobi,Self-employed,Primary,0,1,0
19,16971.0,1000,3,6,484.0,6.0,3,18.0,Nairobi,Self-employed,Secondary,0,0,0
30,,1000,3,7,519.0,2.0,1,,Kisumu,Self-employed,Secondary,0,0,0
57,30301.0,16116,1,1,339.0,9.0,2,81.9,Nairobi,Informal,Primary,0,0,0
19,49854.0,14698,3,0,563.0,5.0,3,85.2,Nairobi,Informal,Primary,0,0,0
37,5000.0,104360,12,6,361.0,5.0,2,61.1,Kakamega,Self-employed,Secondary,1,0,1
18,77144.0,4508,3,7,555.0,3.0,0,42.2,Nyeri,Informal,University,0,1,0
54,5000.0,5970,18,4,636.0,5.0,4,78.1,Nairobi,Formal,Primary,1,1,0
26,16174.0,2410,12,7,502.0,9.0,1,59.7,Meru,Informal,Secondary,0,0,0
34,5000.0,49909,6,5,717.0,3.0,3,52.7,Mombasa,Formal,Primary,1,0,1
26,17471.0,30084,3,5,403.0,7.0,1,30.9,Meru,Self-employed,Tertiary,0,0,0
28,26115.0,34557,3,0,669.0,8.0,2,100.0,Machakos,Formal,Tertiary,0,0,0
32,25087.0,46612,18,3,617.0,1.0,2,74.8,Meru,Formal,Tertiary,0,0,0
41,6337.0,14884,18,2,378.0,6.0,4,76.9,Kisumu,Unemployed,Secondary,0,0,1
55,36320.0,12000,24,2,821.0,8.0,2,42.7,Nairobi,Self-employed,Secondary,1,0,0
52,,8021,1,4,543.0,8.0,4,61.6,Nairobi,Self-employed,Tertiary,1,0,0
47,50228.0,17793,1,0,462.0,4.0,3,58.4,Kakamega,Informal,University,0,0,0
48,102577.0,12112,1,0,409.0,0.0,4,75.6,Thika,Self-employed,Primary,0,1,0
22,14530.0,12013,18,3,527.0,5.0,2,87.2,Machakos,Self-employed,Secondary,0,0,0
61,25488.0,55269,1,6,537.0,7.0,0,31.3,Meru,Informal,Secondary,0,0,0
31,16669.0,82742,1,2,560.0,0.0,4,38.5,Thika,Unemployed,Secondary,0,0,1
28,5000.0,31840,6,6,520.0,1.0,1,72.9,Eldoret,Formal,Tertiary,1,0,0
26,17064.0,28273,1,0,613.0,,0,49.8,Mombasa,Unemployed,Tertiary,0,1,0
51,54910.0,22823,3,6,511.0,4.0,4,76.3,Mombasa,Informal,Secondary,1,0,0
29,31720.0,3632,24,5,356.0,1.0,1,52.5,Nyeri,Informal,Secondary,1,1,0
52,5000.0,1218,18,4,535.0,9.0,0,35.0,Nairobi,Formal,University,1,0,0
52,65738.0,23470,12,2,313.0,9.0,4,24.8,Nyeri,Informal,University,0,0,0
18,26506.0,26096,24,3,585.0,3.0,3,69.7,Kakamega,Informal,University,1,0,0
57,64519.0,1000,6,4,452.0,0.0,1,70.2,Machakos,Unemployed,Secondary,1,0,0
39,30380.0,52636,18,1,566.0,6.0,3,79.4,Machakos,Unemployed,Tertiary,0,0,0
46,28709.0,1911,18,5,681.0,7.0,2,66.6,Eldoret,Unemployed,Secondary,0,1,0
25,5000.0,6734,3,3,455.0,4.0,4,0.0,Kisumu,Formal,Primary,1,0,1
28,6410.0,22318,24,7,656.0,1.0,4,70.1,Machakos,Unemployed,Secondary,1,0,1
58,125175.0,3723,24,4,506.0,7.0,1,,Machakos,Informal,Tertiary,0,0,0
54,9079.0,1140,1,0,725.0,,4,22.6,Machakos,Self-employed,Secondary,0,0,0
31,132723.0,8043,3,1,513.0,6.0,2,20.2,Mombasa,Formal,University,0,0,0
47,26568.0,29046,1,3,465.0,0.0,4,18.4,Kisumu,Informal,Secondary,0,0,1
52,5107.0,10677,1,0,618.0,5.0,0,65.6,Kisumu,Unemployed,Secondary,0,0,0
38,5000.0,21167,18,5,,5.0,3,45.4,Nakuru,Unemployed,Primary,0,0,1
54,8199.0,17331,24,7,465.0,4.0,2,29.6,Meru,Self-employed,Secondary,1,1,0
22,90958.0,1000,1,1,502.0,1.0,2,60.5,Kakamega,Self-employed,Primary,1,1,0
36,18714.0,89377,6,2,545.0,,3,37.9,Nairobi,Formal,Secondary,1,0,1
31,17613.0,1000,6,7,684.0,8.0,3,79.6,Machakos,Self-employed,Secondary,0,1,0
43,13150.0,68717,24,0,356.0,4.0,2,89.0,Machakos,Informal,Secondary,1,1,0
21,5567.0,15964,6,4,552.0,4.0,3,55.6,Nakuru,Formal,Tertiary,0,0,0
42,23419.0,66022,18,6,612.0,6.0,1,87.5,Nairobi,Formal,Secondary,0,0,0
62,5000.0,2437,3,3,569.0,5.0,3,87.5,Kisumu,Formal,Tertiary,1,0,0
59,63165.0,13482,12,1,680.0,1.0,0,61.7,Eldoret,Self-employed,Tertiary,0,0,0
42,16193.0,3714,1,0,542.0,0.0,0,94.7,Mombasa,Formal,Secondary,0,1,0
35,16439.0,1046,12,2,531.0,4.0,1,,Machakos,Informal,University,0,1,0
57,22486.0,19222,3,6,609.0,,3,20.9,Kakamega,Informal,Tertiary,0,1,0
25,20552.0,4658,3,3,559.0,2.0,0,28.9,Kakamega,Informal,Secondary,1,0,0
56,184460.0,17719,18,3,510.0,1.0,4,46.6,Machakos,Self-employed,University,1,0,1
57,27590.0,2383,6,0,601.0,9.0,3,70.7,Kakamega,Self-employed,University,1,0,0
31,5000.0,8068,6,2,484.0,1.0,1,36.9,Eldoret,Informal,University,1,0,1
49,32677.0,30431,3,5,488.0,3.0,3,46.5,Kakamega,Informal,Tertiary,1,0,0
55,5753.0,11491,18,6,497.0,1.0,2,35.0,Thika,Informal,Secondary,1,0,1
50,5000.0,19763,18,5,685.0,3.0,2,46.9,Nairobi,Self-employed,Secondary,0,0,1
40,123606.0,20851,24,1,300.0,2.0,0,86.9,Nakuru,Formal,Tertiary,1,0,0
32,51981.0,37126,1,0,589.0,8.0,2,67.2,Nakuru,Formal,University,0,1,0
50,137112.0,7858,6,6,553.0,6.0,1,48.5,Nyeri,Self-employed,Tertiary,1,0,0
42,22744.0,23249,3,1,381.0,,0,84.4,Mombasa,Informal,University,0,1,0
34,26594.0,65202,24,7,,7.0,1,60.5,Nairobi,Self-employed,Secondary,1,1,0
50,6451.0,26204,12,5,597.0,8.0,1,62.7,Machakos,Formal,Secondary,1,1,0
64,9924.0,13461,6,7,608.0,6.0,2,82.9,Thika,Self-employed,University,1,1,0
19,63824.0,19923,1,7,300.0,5.0,2,53.1,Eldoret,Formal,Tertiary,1,0,1
31,15412.0,26917,18,6,686.0,3.0,1,78.3,Nyeri,Informal,University,0,0,0
57,61368.0,18949,3,3,476.0,4.0,2,76.9,Mombasa,Formal,Tertiary,0,1,0
57,43206.0,1000,6,1,618.0,7.0,2,57.1,Mombasa,Self-employed,Secondary,0,1,0
56,6825.0,4332,12,7,624.0,2.0,2,32.1,Meru,Unemployed,Tertiary,0,0,0
23,24785.0,33263,1,2,462.0,1.0,3,60.3,Nairobi,Informal,University,0,1,0
23,39595.0,6366,1,4,616.0,2.0,1,82.7,Thika,Self-employed,Tertiary,0,0,0
20,9377.0,26302,24,5,511.0,6.0,4,76.4,Kisumu,Self-employed,Secondary,0,0,0
24,62160.0,9308,6,5,342.0,7.0,1,94.2,Eldoret,Unemployed,Secondary,1,0,0
25,27547.0,14758,12,2,666.0,0.0,0,50.2,Nyeri,Self-employed,Tertiary,1,0,0
59,6321.0,1407,1,6,472.0,,2,75.6,Machakos,Formal,Primary,0,0,0
32,30612.0,3998,3,6,464.0,8.0,2,39.9,Nakuru,Self-employed,Tertiary,0,0,0
64,285559.0,63022,1,6,509.0,2.0,4,64.0,Nyeri,Informal,Primary,0,0,0
46,5709.0,44170,12,1,577.0,2.0,0,82.1,Kakamega,Formal,Secondary,0,1,1
50,59392.0,21126,18,0,,7.0,3,78.1,Mombasa,Formal,University,0,0,0
47,8131.0,12310,18,7,604.0,3.0,1,62.1,Machakos,Unemployed,Secondary,0,0,0
56,53376.0,22525,24,3,416.0,7.0,3,54.6,Eldoret,Unemployed,University,0,0,0
44,46425.0,19278,6,4,475.0,4.0,0,40.1,Thika,Self-employed,Secondary,0,0,0
53,12508.0,16812,12,0,538.0,2.0,4,55.5,Kisumu,Unemployed,University,0,0,0
46,13799.0,1220,24,0,739.0,3.0,0,33.8,Kakamega,Self-employed,Secondary,0,0,0
55,55045.0,20037,1,2,538.0,3.0,4,53.1,Machakos,Formal,Primary,1,1,0
50,21660.0,29299,1,1,658.0,7.0,3,23.9,Machakos,Formal,University,1,0,0
54,45932.0,102593,18,5,553.0,5.0,3,33.6,Mombasa,Formal,Tertiary,0,0,0
44,5605.0,1000,24,5,501.0,6.0,0,77.1,Nairobi,Formal,Secondary,0,1,0
50,,26199,18,2,525.0,8.0,0,,Kakamega,Formal,University,0,1,0
21,43432.0,16962,3,1,533.0,5.0,2,54.2,Mombasa,Informal,Tertiary,0,0,0
39,83108.0,11385,18,2,610.0,2.0,4,61.3,Nyeri,Self-employed,University,0,0,0
19,5000.0,2729,3,5,,2.0,2,64.0,Kakamega,Self-employed,Tertiary,0,0,0
27,31464.0,10521,1,0,585.0,2.0,1,69.2,Kisumu,Informal,Secondary,0,0,0
22,31993.0,8750,24,3,668.0,9.0,1,67.1,Nakuru,Unemployed,Secondary,0,0,0
27,15264.0,7214,3,7,453.0,1.0,0,33.3,Nyeri,Informal,Secondary,1,1,0
50,21467.0,26251,24,6,508.0,0.0,3,11.1,Kisumu,Self-employed,Tertiary,0,0,0
55,5000.0,24127,24,1,477.0,,1,39.7,Thika,Informal,Secondary,0,0,0
30,47945.0,17784,3,7,581.0,0.0,1,56.9,Mombasa,Formal,Primary,0,0,0
48,27895.0,55828,6,4,514.0,3.0,2,79.2,Kisumu,Unemployed,Secondary,0,1,0
64,5000.0,8611,18,4,622.0,2.0,2,64.7,Nairobi,Informal,Secondary,1,0,0
53,39962.0,5589,3,0,456.0,4.0,1,70.7,Meru,Informal,University,1,0,0
62,22008.0,21336,1,2,554.0,8.0,0,42.1,Nakuru,Formal,Tertiary,0,0,1
41,5000.0,4433,24,2,618.0,7.0,2,58.6,Thika,Self-employed,Tertiary,1,0,0
32,122274.0,7567,12,5,343.0,8.0,1,61.3,Machakos,Unemployed,University,0,1,0
46,104234.0,5087,3,0,762.0,4.0,3,44.9,Mombasa,Formal,Tertiary,0,0,0
25,25175.0,1433,18,5,521.0,7.0,2,38.6,Nyeri,Self-employed,University,0,0,0
22,5000.0,35147,24,5,347.0,3.0,1,55.5,Meru,Formal,Secondary,1,0,1
46,49173.0,5875,6,4,565.0,4.0,4,73.2,Kakamega,Informal,Secondary,0,1,0
64,23699.0,12812,1,5,553.0,2.0,2,41.9,Mombasa,Formal,Secondary,0,0,0
21,12606.0,1000,6,7,541.0,4.0,4,55.8,Eldoret,Self-employed,Secondary,0,1,0
29,23664.0,24035,12,6,649.0,2.0,2,,Mombasa,Formal,University,1,0,0
62,25867.0,8026,3,5,624.0,4.0,2,49.6,Eldoret,Informal,Tertiary,1,0,0
19,28950.0,27309,24,4,579.0,4.0,4,60.1,Machakos,Formal,Secondary,1,0,0
44,20370.0,10634,3,6,595.0,5.0,0,57.9,Thika,Formal,Tertiary,1,0,0
48,32577.0,4357,18,2,539.0,8.0,1,56.2,Nakuru,Self-employed,Tertiary,1,1,0
53,87851.0,14397,3,1,727.0,0.0,0,93.4,Mombasa,Formal,Secondary,1,1,0
53,15744.0,2796,1,3,402.0,9.0,0,66.1,Machakos,Formal,Tertiary,1,0,0
43,45275.0,11615,12,5,563.0,5.0,1,28.6,Kakamega,Formal,University,1,0,0
60,78700.0,7634,6,7,556.0,0.0,3,90.6,Meru,Informal,University,0,0,0
44,21306.0,48599,12,6,631.0,5.0,0,65.5,Nairobi,Self-employed,Tertiary,0,1,0
22,20510.0,1257,24,1,465.0,1.0,0,52.5,Kisumu,Formal,Secondary,1,0,0
37,32255.0,23684,3,4,375.0,7.0,0,,Machakos,Formal,Primary,1,0,0
28,31326.0,4036,24,1,565.0,2.0,3,44.4,Meru,Informal,Secondary,1,0,0
27,57502.0,7685,6,3,578.0,,2,,Eldoret,Formal,Tertiary,1,0,0
57,22651.0,10740,24,7,698.0,5.0,4,61.9,Machakos,Self-employed,Secondary,1,1,0
55,194343.0,47722,18,1,422.0,5.0,4,80.1,Kakamega,Self-employed,Secondary,0,1,0
23,5000.0,5556,12,7,665.0,,3,100.0,Machakos,Informal,University,0,0,0
25,5000.0,1914,6,6,786.0,4.0,0,63.6,Nakuru,Formal,University,0,0,0
40,35777.0,7674,6,1,512.0,1.0,4,58.1,Eldoret,Self-employed,Tertiary,0,0,0
64,12405.0,2211,6,7,,9.0,3,38.7,Mombasa,Self-employed,Primary,0,1,0
43,9622.0,2753,1,1,509.0,,1,57.6,Nyeri,Informal,Primary,0,0,0
63,13083.0,17059,12,1,551.0,7.0,4,39.3,Nairobi,Self-employed,Primary,0,0,0
60,10352.0,1256,24,0,606.0,9.0,1,56.3,Mombasa,Self-employed,Tertiary,1,0,0
29,5000.0,1000,6,5,490.0,6.0,0,100.0,Kisumu,Informal,Primary,0,0,0
43,124565.0,25064,12,4,705.0,9.0,4,62.4,Machakos,Formal,University,1,0,0
30,8729.0,8977,6,3,438.0,5.0,3,48.9,Thika,Self-employed,University,1,0,0
57,46352.0,2679,18,4,376.0,6.0,2,55.8,Machakos,Formal,Secondary,0,1,0
35,50329.0,5850,18,0,660.0,0.0,4,51.8,Eldoret,Self-employed,Secondary,0,0,0
42,92704.0,20549,18,0,322.0,4.0,4,81.0,Nakuru,Self-employed,Tertiary,1,0,0
50,5000.0,6446,3,6,529.0,6.0,4,58.2,Machakos,Self-employed,University,1,0,0
64,71963.0,13644,6,0,850.0,0.0,4,92.2,Kisumu,Informal,University,0,0,0
57,26219.0,2595,3,5,548.0,1.0,3,53.7,Kakamega,Formal,Primary,0,0,0
60,35040.0,17739,12,0,437.0,8.0,3,55.0,Machakos,Formal,Secondary,0,0,0
29,36195.0,7598,3,1,544.0,,2,,Mombasa,Self-employed,Tertiary,0,0,1
61,59978.0,19721,12,4,544.0,5.0,3,52.3,Nyeri,Self-employed,Tertiary,0,0,0
53,14195.0,33046,12,2,566.0,6.0,3,25.3,Thika,Self-employed,Primary,0,0,1
21,46224.0,18916,12,3,616.0,8.0,0,17.4,Kisumu,Formal,Tertiary,0,0,0
22,26320.0,7012,24,0,446.0,4.0,0,72.5,Kisumu,Unemployed,Tertiary,1,1,0
54,55192.0,5907,3,4,718.0,3.0,1,25.1,Eldoret,Unemployed,Secondary,1,0,0
25,163146.0,7932,24,6,574.0,,2,68.1,Kisumu,Informal,University,1,0,0
59,,3597,6,0,622.0,2.0,0,50.0,Thika,Informal,Primary,1,0,0
45,183064.0,3997,3,5,487.0,4.0,2,78.8,Mombasa,Self-employed,Tertiary,1,0,0
